id,url,type,purpose,area,bedroom,bath,added,price,location,location_city,source
3389,https://www.zameen.com/Property/bahria_town_phase_4_bahria_town_-_civic_centre_1_bed_brand_new_furnished_apartment_for_rent_in_bahria_town_phase_4_civic_center-54072225-8974-4.html,Apartment,For Rent,2.5 Marla,1,2.0,2 weeks ago,PKR 55 Thousand,"Bahria Town - Civic Centre, Bahria Town Phase 4",Rawalpindi,Zameen
3390,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_7_1_bed_luxurious_apartment_available_for_rent-52732395-3047-4.html,Apartment,For Rent,6.6 Marla,1,2.0,4 weeks ago,PKR 1.15 Lakh,"Bahria Town Phase 7, Bahria Town Rawalpindi",Rawalpindi,Zameen
3391,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_7_daily_and_monthly_apartment_available_for_rent-54513951-3047-4.html,Apartment,For Rent,7.1 Marla,2,2.0,2 weeks ago,PKR 1.3 Lakh,"Bahria Town Phase 7, Bahria Town Rawalpindi",Rawalpindi,Zameen
3392,https://www.zameen.com/Property/bahria_town_phase_8_safari_valley_bahria_town_phase_8_-_khalid_block_2_bedroom_apartment_fully_furnished_available_bharia_twon_phase_8-54352886-3072-4.html,Room,For Rent,1.8 Marla,2,2.0,2 weeks ago,PKR 75 Thousand,"Bahria Town Phase 8 - Khalid Block, Bahria Town Phase 8 - Safari Valley",Rawalpindi,Zameen
3393,https://www.zameen.com/Property/chaklala_scheme_chaklala_scheme_3_a_perfect_upper_portion_awaits_you_in_chaklala_scheme_3_rawalpindi_3beds_d_d_t_v_lounge_kitchen_water_bor_available_near_to_ammar_chowk-49634653-1312-4.html,Upper Portion,For Rent,1 Kanal,3,3.0,3 weeks ago,PKR 1.3 Lakh,"Chaklala Scheme 3, Chaklala Scheme",Rawalpindi,Zameen
3394,https://www.zameen.com/Property/rawalpindi_westridge_ground_portion_available_for_rent-54583003-574-4.html,Other,For Rent,1.2 Kanal,4,5.0,3 weeks ago,PKR 1.3 Lakh,"Westridge, Rawalpindi",Rawalpindi,Zameen
3395,https://www.zameen.com/Property/westridge_westridge_1_westrige_1_prime_location_house_available_for_rent-54589930-6053-4.html,House,For Rent,1.2 Kanal,4,6.0,3 weeks ago,PKR 3.15 Lakh,"Westridge 1, Westridge",Rawalpindi,Zameen
3396,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_1_bed_apartment_in_well_maintained_building_available_for_rent-54598683-3048-4.html,Apartment,For Rent,2.9 Marla,1,1.0,12 hours ago,PKR 30 Thousand,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,Zameen
3397,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_3_bed_apartment_in_well_maintained_building_available_for_rent-54616232-3048-4.html,Apartment,For Rent,8 Marla,3,3.0,12 hours ago,PKR 60 Thousand,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,Zameen
3398,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_-_safari_villas_3_luxury_furnished_two_bedrooms_apartment_for_rent_century_mall_bahria_town-54688025-3080-4.html,Room,For Rent,7.1 Marla,2,2.0,1 day ago,PKR 1.4 Lakh,"Bahria Town - Safari Villas 3, Bahria Town Rawalpindi",Rawalpindi,Zameen
3399,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_bahria_town_phase_8_business_district_1_bed_luxury_furnished_flat_for_rent-54612571-3048-4.html,Flat,For Rent,2.9 Marla,1,1.0,7 hours ago,PKR 55 Thousand,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,Zameen
3400,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_bahria_town_phase_8_dolphin_chowk_1_bed_fully_furnished_flat_for_rent-54612598-3048-4.html,Flat,For Rent,2.4 Marla,1,1.0,7 hours ago,PKR 50 Thousand,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,Zameen
3401,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_2_bed_luxury_furnished_apartments_district_bahria_town_phase_8-54682686-3048-4.html,Apartment,For Rent,4.4 Marla,2,2.0,7 hours ago,PKR 1.1 Lakh,"Bahria Town Phase 8, Bahria Town Rawalpindi",Rawalpindi,Zameen
